6.317	259.4	-101.8
6.325	258.7	-102
6.333	257.6	-102.5
6.342	256.3	-103.1
6.35	254.7	-103.1
6.358	253.1	-103.9
6.367	251.1	-103.9
6.375	249.3	-104.3
6.383	247	-104.4
6.392	244.7	-105.1
6.4	241.8	-105.3
6.408	238.7	-105.6
6.417	235.8	-106
6.425	232.6	-106.5
6.433	229.4	-107.2
6.442	225.8	-107.5
6.45	222.2	-108.4
6.458	218.2	-108.9
6.467	214.4	-109.4
6.475	210.3	-110.2
6.483	205.9	-110.5
6.492	201.4	-111.4
6.5	196.5	-111.9
6.508	192.3	-112.4
6.517	187.5	-113.1
6.525	182.3	-113.7
6.533	177.2	-114.5
6.542	172.2	-115.3
6.55	166.5	-115.8
6.558	161	-116.5
6.567	155.4	-116.8
6.575	149.6	-117.2
6.583	143.4	-118
6.592	137.6	-118.4
6.6	131.3	-118.9
6.608	125.5	-119.4
6.617	119.3	-119.9
6.625	112.7	-120.3
6.633	106.1	-120.9
6.642	99.64	-121.3
6.65	93.02	-121.9
6.658	86.42	-122.3
6.667	79.81	-122.5
6.675	73.05	-122.8
6.683	66.21	-123.3
6.692	59.2	-123.6
6.7	52.36	-123.8
6.708	45.29	-123.9
6.717	38.32	-123.8
6.725	31.28	-124
6.733	24.18	-124.2
6.742	17.23	-124.3
6.75	10.02	-124.5
6.758	3.093	-124.6
6.767	-3.862	-124.6
6.775	-11.21	-124.2
6.783	-18.01	-124.3
6.792	-25.43	-124.4
6.8	-32.46	-124.5
6.808	-39.6	-124.3
6.817	-46.61	-124.3
6.825	-53.35	-124
6.833	-60.41	-124.2
6.842	-67.54	-123.9
6.85	-74.25	-123.4
6.858	-81.21	-123
6.867	-88.02	-122.7
6.875	-94.79	-122.3
6.883	-101.5	-121.8
6.892	-107.9	-121.4
6.9	-114.5	-121
6.908	-120.9	-120.6
6.917	-127.1	-119.8
6.925	-133.4	-119.4
6.933	-139.5	-118.9
6.942	-145.7	-118.6
6.95	-151.7	-117.9
6.958	-157.4	-117.5
6.967	-163.2	-116.5
6.975	-168.8	-115.9
6.983	-174	-115.3
6.992	-179.7	-114.8
7	-184.9	-114.1
7.008	-189.9	-113.5
7.017	-194.8	-113
7.025	-199.4	-112.2
7.033	-204.2	-111.6
7.042	-208.8	-111.1
7.05	-213.2	-110.7
7.058	-217.3	-110.1
7.067	-221.4	-109.7
7.075	-225.1	-109.1
7.083	-228.8	-108.8
7.092	-232.1	-108.3
7.1	-235.5	-108
7.108	-238.8	-107.7
7.117	-241.6	-107
7.125	-244.5	-106.7
7.133	-247.2	-106.4
7.142	-249.6	-106.2
7.15	-252.2	-106
7.158	-254.3	-105.7
7.167	-256.2	-105.2
7.175	-258.2	-105
7.183	-259.7	-104.6
7.192	-261.1	-104.6
7.2	-262.4	-104.4
7.208	-263.4	-104.1
7.217	-264.3	-103.9
7.225	-264.8	-103.8
7.233	-265.3	-103.7
7.242	-265.6	-103.7
7.25	-265.7	-103.9
7.258	-265.6	-103.8
7.267	-265.1	-103.7
7.275	-264.7	-103.7
7.283	-264	-103.9
7.292	-263.1	-104
7.3	-262.2	-104.6
7.308	-261.1	-104.8
7.317	-259.7	-105
7.325	-257.9	-105.5
7.333	-256.1	-105.6
7.342	-254	-106
7.35	-252.2	-106.6
7.358	-249.8	-107
7.367	-247.3	-107.6
7.375	-244.7	-108
7.383	-241.4	-108.6
7.392	-238.3	-109.1
7.4	-235.5	-109.9
7.408	-231.9	-110.5
7.417	-228.3	-110.9
7.425	-224.5	-111.4
7.433	-220.6	-112
7.442	-216.6	-112.5
7.45	-212.3	-113.3
7.458	-207.9	-114.3
7.467	-203.3	-114.7
7.475	-198.6	-115.4
7.483	-193.7	-116.1
7.492	-189	-116.9
7.5	-183.9	-117.7
7.508	-178.6	-118.2
7.517	-173.4	-118.7
7.525	-167.8	-119.4
7.533	-162.3	-120.1
7.542	-156.6	-120.7
7.55	-150.8	-121.5
7.558	-144.8	-122
7.567	-138.6	-122.7
7.575	-132.5	-123.4
7.583	-126.4	-124.1
7.592	-120.4	-124.7
7.6	-113.7	-125.5
7.608	-107.4	-125.8
7.617	-100.8	-126.4
7.625	-94.03	-126.6
7.633	-87.43	-126.9
7.642	-80.58	-127.3
7.65	-73.76	-128.1
7.658	-66.99	-128.5
7.667	-59.96	-128.7
7.675	-52.71	-129.1
7.683	-45.66	-129.5
7.692	-38.63	-129.6
7.7	-31.65	-129.8
7.708	-24.48	-129.9
7.717	-17.17	-129.9
7.725	-10.36	-129.9
7.733	-2.928	-129.9
7.742	4.265	-130.2
7.75	11.4	-130.3
7.758	18.43	-130.4
7.767	25.52	-130.4
7.775	32.52	-130.2
7.783	39.45	-130.3
7.792	46.39	-129.9
7.8	53.31	-129.9
7.808	60.36	-129.7
7.817	67.34	-129.4
7.825	74.14	-129.3
7.833	80.79	-128.7
7.842	87.34	-128.7
7.85	94.15	-128.5
7.858	100.7	-128.2
7.867	107.2	-128
7.875	113.4	-127.7
7.883	119.9	-127.4
7.892	125.7	-126.9
7.9	132	-126.5
7.908	137.6	-125.8
7.917	143.7	-125.3
7.925	149.3	-124.9
7.933	155.2	-124.5
7.942	160.5	-123.7
7.95	166.2	-123.5
7.958	171.4	-122.8
7.967	176.7	-122.3
7.975	181.6	-121.6
7.983	186.6	-121.1
7.992	191.3	-120.8
8	196.2	-120.4
8.008	200.6	-119.7
8.017	205.1	-119.3
8.025	209.4	-118.8
8.033	213.5	-118.2
8.042	217.4	-117.8
8.05	221.3	-117.5
8.058	224.8	-116.8
8.067	228.1	-116.6
8.075	231.3	-115.9
8.083	234.5	-115.6
8.092	237.6	-115.1
8.1	240.3	-115.1
8.108	242.6	-114.7
8.117	245.3	-114.5
8.125	247.4	-113.9
8.133	249.3	-113.7
8.142	251.3	-113.5
8.15	253.1	-113.4
8.158	254.7	-113.2
8.167	255.6	-112.9
8.175	256.7	-112.5
8.183	257.7	-112.5
8.192	258.3	-112.6
8.2	259	-112.2
8.208	259	-112.8
8.217	259.3	-112.7
8.225	259.4	-112.7
8.233	259	-112.9
8.242	258.7	-112.6
8.25	258.3	-113.2
8.258	257.5	-113.4
8.267	256.4	-113.6
8.275	255.4	-113.8
8.283	254.4	-113.9
8.292	253	-114.6
8.3	251.3	-114.8
8.308	249.7	-115
8.317	247.5	-115.6
8.325	245.4	-116.1
8.333	243.1	-116.8
8.342	240.7	-117.1
8.35	237.8	-117.6
8.358	234.7	-118.3
8.367	231.7	-118.8
8.375	228.7	-119.3
8.383	225.3	-119.9
8.392	222	-120.5
8.4	218.4	-121.1
8.408	214.5	-121.6
8.417	210.6	-122.2
8.425	206.2	-122.8
8.433	202.1	-123.6
8.442	197.5	-123.9
8.45	192.8	-124.5
8.458	188.1	-125.4
8.467	183.1	-125.8
8.475	178.3	-126.4
8.483	172.8	-126.7
8.492	167.4	-127.6
8.5	161.9	-128.2
8.508	156.1	-128.9
8.517	150.4	-129.4
8.525	144.6	-130
8.533	138.5	-130.5
8.542	132.5	-131.4
8.55	126.3	-132
8.558	120	-132.7
8.567	113.4	-133.2
8.575	106.9	-133.5
8.583	100.2	-134
8.592	93.88	-134.4
8.6	86.95	-135.1
8.608	80.03	-135.8
8.617	73.28	-136
8.625	66.4	-136.3
8.633	59.39	-136.5
8.642	52.66	-137.2
8.65	45.42	-137.3
8.658	38.56	-137.8
8.667	31.28	-137.8
8.675	24.31	-137.9
8.683	17.37	-137.8
8.692	10.44	-137.7
8.7	3.377	-137.9
8.708	-3.643	-137.9
8.717	-10.87	-137.9
8.725	-17.82	-137.7
8.733	-24.73	-137.7
8.742	-31.49	-137.7
8.75	-38.37	-137.7
8.758	-45.42	-137.6
8.767	-52.42	-137.4
8.775	-59.19	-137.3
8.783	-65.7	-137.2
8.792	-72.16	-137.2
8.8	-78.94	-137.1
8.808	-85.54	-136.8
8.817	-91.93	-136.5
8.825	-98.32	-135.9
8.833	-104.7	-135.7
